id,file,model,scheme,run,alpha,item_idx,gsm8k_index,gold,old_score,new_score,old_parsed_answer,parsed_answer,eos,failure_flagged
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a6.0|i18,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,6.0,18,198,320,0,1,,320,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a6.0|i38,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,6.0,38,181,160,0,1,,160,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a6.0|i47,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,6.0,47,50,294,0,1,,294,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a6.0|i48,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,6.0,48,42,26,0,1,,26,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a6.0|i61,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,6.0,61,30,109,0,1,,109,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a6.0|i62,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,6.0,62,181,160,0,1,,160,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a6.0|i65,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,6.0,65,64,300,0,1,,300,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a6.0|i72,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,6.0,72,146,2125,0,1,,2125,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a6.0|i85,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,6.0,85,134,720,0,1,,720,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a6.0|i87,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,6.0,87,0,18,0,1,,18,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a6.0|i90,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,6.0,90,83,600,0,1,,600,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a6.0|i92,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,6.0,92,190,360,0,1,,360,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a6.0|i96,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,6.0,96,120,240,0,1,,240,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a6.0|i98,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,6.0,98,146,2125,0,1,,2125,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a6.0|i108,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,6.0,108,103,140,0,1,,140,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a6.0|i114,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,6.0,114,23,8,0,1,,8,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a6.0|i116,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,6.0,116,83,600,0,1,,600,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a6.0|i117,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,6.0,117,64,300,0,1,,300,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a6.0|i122,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,6.0,122,181,160,0,1,,160,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a6.0|i123,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,6.0,123,55,14,0,1,,14,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a6.0|i124,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,6.0,124,120,240,0,1,,240,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a6.0|i128,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,6.0,128,90,225,0,1,,225,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a6.0|i130,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,6.0,130,30,109,0,1,,109,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a6.0|i136,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,6.0,136,116,42,0,1,,42,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a6.0|i138,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,6.0,138,124,10,0,1,,10,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a6.0|i144,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,6.0,144,124,10,0,1,,10,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a6.0|i152,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,6.0,152,146,2125,0,1,,2125,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a6.0|i154,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,6.0,154,80,10,0,1,,10,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a6.0|i172,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,6.0,172,64,300,0,1,,300,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a6.0|i175,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,6.0,175,198,320,0,1,,320,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a6.0|i179,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,6.0,179,198,320,0,1,,320,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a6.0|i190,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,6.0,190,60,17,0,1,,17,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a8.0|i3,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,8.0,3,60,17,0,1,,17,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a8.0|i18,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,8.0,18,198,320,0,1,,320,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a8.0|i38,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,8.0,38,181,160,0,1,,160,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a8.0|i42,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,8.0,42,70,7425,0,1,,7425,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a8.0|i44,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,8.0,44,110,45,0,1,,45,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a8.0|i48,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,8.0,48,42,26,0,1,,26,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a8.0|i53,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,8.0,53,70,7425,0,1,,7425,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a8.0|i62,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,8.0,62,181,160,0,1,,160,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a8.0|i63,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,8.0,63,56,3,0,1,,3,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a8.0|i65,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,8.0,65,64,300,0,1,,300,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a8.0|i72,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,8.0,72,146,2125,0,1,,2125,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a8.0|i80,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,8.0,80,192,91,0,1,,91,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a8.0|i85,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,8.0,85,134,720,0,1,,720,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a8.0|i88,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,8.0,88,152,4,0,1,,4,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a8.0|i92,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,8.0,92,190,360,0,1,,360,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a8.0|i98,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,8.0,98,146,2125,0,1,,2125,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a8.0|i100,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,8.0,100,71,60,0,1,,60,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a8.0|i108,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,8.0,108,103,140,0,1,,140,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a8.0|i117,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,8.0,117,64,300,0,1,,300,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a8.0|i120,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,8.0,120,99,58,0,1,,58,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a8.0|i122,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,8.0,122,181,160,0,1,,160,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a8.0|i128,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,8.0,128,90,225,0,1,,225,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a8.0|i136,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,8.0,136,116,42,0,1,,42,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a8.0|i137,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,8.0,137,71,60,0,1,,60,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a8.0|i149,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,8.0,149,57,83,0,1,,83,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a8.0|i151,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,8.0,151,60,17,0,1,,17,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a8.0|i152,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,8.0,152,146,2125,0,1,,2125,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a8.0|i165,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,8.0,165,152,4,0,1,,4,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a8.0|i172,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,8.0,172,64,300,0,1,,300,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a8.0|i175,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,8.0,175,198,320,0,1,,320,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a8.0|i179,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,8.0,179,198,320,0,1,,320,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a8.0|i181,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,8.0,181,85,44,0,1,,44,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a8.0|i190,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,8.0,190,60,17,0,1,,17,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a8.0|i194,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,8.0,194,110,45,0,1,,45,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a8.0|i196,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,8.0,196,110,45,0,1,,45,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a10.0|i8,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,10.0,8,24,26,0,1,,26,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a10.0|i19,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,10.0,19,105,20,0,1,,20,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a10.0|i48,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,10.0,48,42,26,0,1,,26,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a10.0|i65,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,10.0,65,64,300,0,1,,300,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a10.0|i100,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,10.0,100,71,60,0,1,,60,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a10.0|i108,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,10.0,108,103,140,0,1,,140,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a10.0|i117,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,10.0,117,64,300,0,1,,300,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a10.0|i128,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,10.0,128,90,225,0,1,,225,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a10.0|i137,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,10.0,137,71,60,0,1,,60,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a10.0|i138,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,10.0,138,124,10,0,1,,10,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a10.0|i144,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,10.0,144,124,10,0,1,,10,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a10.0|i172,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,10.0,172,64,300,0,1,,300,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713|a10.0|i184,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r1_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r1,10.0,184,96,3,0,1,,3,1,False
SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r2_COMPLETE_20260713|a0.0|i25,SteerQuant_Meta-Llama-3-1-8B-Instruct_fp16_sentiment_L16_r2_COMPLETE_20260713.json,meta-llama/Meta-Llama-3.1-8B-Instruct,fp16,r2,0.0,25,55,14,0,1,,14,1,False
